instrument,ts,side,fcode,r,bars,reason,klass
GBPCAD,2013-12-18 10:00:00+00:00,short,3,-1.0824494496189632,0,SAME_BAR_SL,fx_cross
ES,2013-12-20 11:00:00+00:00,short,3,-1.034540895522388,1,SL,indices
EURNZD,2013-12-27 06:00:00+00:00,short,4,-1.0422482202820684,1,SL,fx_cross
USDCAD,2013-12-30 14:00:00+00:00,long,2,-1.0479970048309157,12,SL,fx_major
AUDJPY,2013-12-31 02:00:00+00:00,short,4,-1.063393216656607,3,SL,fx_cross
EURUSD,2014-01-02 02:00:00+00:00,short,4,2.443911385958531,2,TP,fx_major
EURCHF,2014-01-02 06:00:00+00:00,short,4,-1.1070300543900586,0,SAME_BAR_SL,fx_cross
USDCHF,2014-01-02 10:00:00+00:00,short,3,-1.0421752348993292,0,SAME_BAR_SL,fx_major
AUDUSD,2014-01-02 14:00:00+00:00,short,3,-1.0369676627218942,3,SL,fx_major
AUDJPY,2014-01-02 14:00:00+00:00,short,3,-1.035539132791328,5,SL,fx_cross
EURCAD,2014-01-07 10:00:00+00:00,short,4,-1.0213164963503656,3,SL,fx_cross
AUDJPY,2014-01-08 02:00:00+00:00,short,3,2.456274676679181,31,TP,fx_cross
GBPAUD,2014-01-09 10:00:00+00:00,short,3,2.4823611630075444,11,TP,fx_cross
USDJPY,2014-01-10 10:00:00+00:00,short,3,2.4393667489711923,1,TP,fx_major
GBPJPY,2014-01-13 10:00:00+00:00,long,1,2.4677572752043586,7,TP,fx_cross
EURGBP,2014-01-15 10:00:00+00:00,long,2,2.3834539523212084,1,TP,fx_cross
GBPAUD,2014-01-15 22:00:00+00:00,short,3,-1.0176388369924558,8,SL,fx_cross
NZDUSD,2014-01-17 14:00:00+00:00,long,2,-1.0188949080506746,49,SL,fx_major
GBPUSD,2014-01-21 10:00:00+00:00,short,3,-1.0388822259696444,5,SL,fx_major
EURAUD,2014-01-22 22:00:00+00:00,short,4,-1.0368316442163776,2,SL,fx_cross
EURUSD,2014-01-23 10:00:00+00:00,short,4,-1.0344912764997731,6,SL,fx_major
AUDCHF,2014-01-23 10:00:00+00:00,long,2,-1.0478925148088327,0,SAME_BAR_SL,fx_cross
GBPNZD,2014-01-24 06:00:00+00:00,short,3,-1.016644707961995,31,SL,fx_cross
AUDCAD,2014-01-24 06:00:00+00:00,long,2,-1.0331079462102686,0,SAME_BAR_SL,fx_cross
USDJPY,2014-01-24 10:00:00+00:00,long,2,-1.056278356164384,0,SAME_BAR_SL,fx_major
GBPCAD,2014-01-28 10:00:00+00:00,short,4,2.4764505397403784,23,TP,fx_cross
NZDJPY,2014-01-29 18:00:00+00:00,long,1,-1.0349613721103637,3,SL,fx_cross
NQ,2014-01-29 19:00:00+00:00,long,2,2.4945850673194614,49,TP,indices
EURNZD,2014-01-30 06:00:00+00:00,short,3,2.483981901257808,53,TP,fx_cross
YM,2014-01-31 11:00:00+00:00,long,1,-1.0111570469798659,7,SL,indices
CL,2014-02-02 23:00:00+00:00,long,2,2.4890053900709224,21,TP,commodities
GBPUSD,2014-02-03 10:00:00+00:00,long,2,-1.0694631738800273,1,SL,fx_major
EURAUD,2014-02-03 14:00:00+00:00,long,1,2.450075763747453,1,TP,fx_cross
EURCHF,2014-02-03 14:00:00+00:00,long,2,-1.0418884120171679,107,SL,fx_cross
AUDCHF,2014-02-04 02:00:00+00:00,short,4,-1.0949066948257624,1,SL,fx_cross
AUDCHF,2014-02-05 22:00:00+00:00,short,3,-1.0354624325381305,3,SL,fx_cross
GBPUSD,2014-02-07 06:00:00+00:00,long,2,2.440884739397862,2,TP,fx_major
GBPJPY,2014-02-07 10:00:00+00:00,short,4,-1.032528121968121,3,SL,fx_cross
CADJPY,2014-02-07 10:00:00+00:00,short,3,-1.0603759580663954,0,SAME_BAR_SL,fx_cross
CL,2014-02-09 23:00:00+00:00,short,3,-1.145934545454565,0,SAME_BAR_SL,commodities
AUDCAD,2014-02-11 06:00:00+00:00,short,4,2.430772987012982,4,TP,fx_cross
EURNZD,2014-02-12 06:00:00+00:00,long,1,-1.0529918885987832,2,SL,fx_cross
EURGBP,2014-02-12 10:00:00+00:00,long,2,-1.038296119900083,3,SL,fx_cross
USDCAD,2014-02-13 18:00:00+00:00,long,2,-1.0983385108086354,2,SL,fx_major
EURJPY,2014-02-20 06:00:00+00:00,long,1,-1.065983676222595,0,SAME_BAR_SL,fx_cross
AUDCAD,2014-02-21 06:00:00+00:00,short,3,-1.048560865051902,0,SAME_BAR_SL,fx_cross
GBPCAD,2014-02-25 10:00:00+00:00,short,3,-1.0397522640061394,8,SL,fx_cross
AUDCAD,2014-02-26 06:00:00+00:00,short,3,2.424717848016145,2,TP,fx_cross
NZDUSD,2014-02-27 06:00:00+00:00,short,4,-1.028211225105613,2,SL,fx_major
ES,2014-02-27 07:00:00+00:00,long,2,2.4821963636363638,7,TP,indices
AUDUSD,2014-02-27 14:00:00+00:00,short,4,-1.0643324695317529,2,SL,fx_major
EURUSD,2014-02-28 10:00:00+00:00,short,3,-1.0502929061784896,0,SAME_BAR_SL,fx_major
EURAUD,2014-02-28 14:00:00+00:00,short,3,-1.0532110209102092,1,SL,fx_cross
GBPAUD,2014-02-28 14:00:00+00:00,short,4,-1.0433656505576208,2,SL,fx_cross
NZDCHF,2014-03-02 22:00:00+00:00,long,1,2.4533685116015866,8,TP,fx_cross
YM,2014-03-03 15:00:00+00:00,long,2,2.480712509363296,3,TP,indices
EURCHF,2014-03-04 14:00:00+00:00,short,4,-1.2266186046511827,1,SL,fx_cross
AUDCHF,2014-03-04 22:00:00+00:00,short,4,-1.0254020585726467,8,SL,fx_cross
CADJPY,2014-03-06 10:00:00+00:00,short,4,-1.051212850146914,1,SL,fx_cross
AUDJPY,2014-03-06 10:00:00+00:00,short,3,-1.0450991349480967,0,SAME_BAR_SL,fx_cross
GBPNZD,2014-03-06 10:00:00+00:00,long,2,-1.028706697867915,16,SL,fx_cross
NZDCHF,2014-03-11 05:00:00+00:00,short,4,2.457095141242938,7,TP,fx_cross
AUDNZD,2014-03-11 17:00:00+00:00,long,2,-1.0470464393338603,3,SL,fx_cross
GBPNZD,2014-03-12 13:00:00+00:00,long,1,-1.0360158768626162,1,SL,fx_cross
CL,2014-03-12 14:00:00+00:00,long,2,2.4898131596091204,41,TP,commodities
EURNZD,2014-03-12 17:00:00+00:00,long,2,-1.0754546353522825,0,SAME_BAR_SL,fx_cross
GBPAUD,2014-03-16 21:00:00+00:00,short,4,2.406402784810131,1,TP,fx_cross
EURAUD,2014-03-18 13:00:00+00:00,long,2,2.322847318087285,1,TP,fx_cross
EURAUD,2014-03-20 09:00:00+00:00,long,1,-1.0630697935103244,1,SL,fx_cross
EURAUD,2014-03-21 01:00:00+00:00,long,2,-1.1771526819127154,1,SL,fx_cross
AUDCHF,2014-03-21 05:00:00+00:00,short,3,-1.062673854748601,2,SL,fx_cross
YM,2014-03-21 14:00:00+00:00,short,3,2.475862857142857,1,TP,indices
EURAUD,2014-03-24 05:00:00+00:00,long,1,-1.0317278032420345,1,SL,fx_cross
EURAUD,2014-03-25 13:00:00+00:00,long,2,-1.0194000551597335,4,SL,fx_cross
NZDCHF,2014-03-25 13:00:00+00:00,short,3,-1.0277292508995748,4,SL,fx_cross
AUDCHF,2014-03-26 01:00:00+00:00,short,3,-1.0178672113118619,2,SL,fx_cross
EURCHF,2014-03-26 05:00:00+00:00,short,3,2.399848485735169,8,TP,fx_cross
YM,2014-03-26 10:00:00+00:00,short,3,2.475862857142857,1,TP,indices
EURGBP,2014-03-27 09:00:00+00:00,long,2,-1.1131009245742016,0,SAME_BAR_SL,fx_cross
NQ,2014-04-01 10:00:00+00:00,short,3,-1.0072740973312402,3,SL,indices
EURJPY,2014-04-01 17:00:00+00:00,short,4,-1.0403126686807656,3,SL,fx_cross
GBPNZD,2014-04-01 21:00:00+00:00,short,3,-1.102509235880399,0,SAME_BAR_SL,fx_cross
CHFJPY,2014-04-02 05:00:00+00:00,short,3,2.433171440162275,2,TP,fx_cross
NZDCAD,2014-04-02 05:00:00+00:00,long,2,-1.0333911237016065,1,SL,fx_cross
USDCHF,2014-04-02 13:00:00+00:00,short,3,-1.0509726423807075,6,SL,fx_major
USDCAD,2014-04-03 01:00:00+00:00,long,2,-1.081791915175609,8,SL,fx_major
GBPCAD,2014-04-03 09:00:00+00:00,long,2,2.4778728577604845,79,TP,fx_cross
GBPUSD,2014-04-08 09:00:00+00:00,short,3,-1.200635289079193,1,SL,fx_major
EURNZD,2014-04-09 21:00:00+00:00,long,2,-1.1174692592592488,2,SL,fx_cross
USDJPY,2014-04-10 13:00:00+00:00,long,2,-1.0386970652173904,0,SAME_BAR_SL,fx_major
NZDJPY,2014-04-10 21:00:00+00:00,long,2,2.458051409052092,11,TP,fx_cross
EURJPY,2014-04-21 21:00:00+00:00,short,3,-1.0804366734279927,8,SL,fx_cross
AUDUSD,2014-04-23 01:00:00+00:00,long,1,-1.0360829126213595,8,SL,fx_major
NZDUSD,2014-04-23 05:00:00+00:00,long,1,-1.0393553518821614,7,SL,fx_major
AUDJPY,2014-04-24 13:00:00+00:00,long,2,-1.1244507981220526,0,SAME_BAR_SL,fx_cross
AUDUSD,2014-04-28 09:00:00+00:00,long,1,-1.0424694487545936,1,SL,fx_major
AUDUSD,2014-04-30 13:00:00+00:00,short,3,-1.0773516666666711,1,SL,fx_major
GBPNZD,2014-04-30 17:00:00+00:00,long,1,-1.0404751309479905,10,SL,fx_cross
USDCHF,2014-05-02 09:00:00+00:00,short,4,2.446060152671754,2,TP,fx_major
ES,2014-05-02 10:00:00+00:00,short,3,2.485559760479042,19,TP,indices
AUDUSD,2014-05-02 13:00:00+00:00,short,3,-1.1054973983739973,2,SL,fx_major
GBPNZD,2014-05-05 09:00:00+00:00,long,2,-1.0953170441626614,0,SAME_BAR_SL,fx_cross
NZDCAD,2014-05-06 01:00:00+00:00,short,3,-1.1034708527131771,1,SL,fx_cross
EURUSD,2014-05-06 05:00:00+00:00,short,4,-1.0878354002254798,1,SL,fx_major
USDJPY,2014-05-07 13:00:00+00:00,long,1,-1.0415134693877564,36,SL,fx_major
EURGBP,2014-05-08 09:00:00+00:00,short,3,2.4471673497424167,1,TP,fx_cross
NZDCAD,2014-05-08 13:00:00+00:00,long,1,-1.0447188095238105,1,SL,fx_cross
GBPCAD,2014-05-08 13:00:00+00:00,long,2,-1.044759512195123,5,SL,fx_cross
