instrument,model,side,bias,quintile,entry_ts,exit_ts,entry,exit,r,pnl_pct,bars,reason,partial_tp1
FCX,S3,long,RISK_ON,1,2017-09-01 00:00:00+00:00,2017-09-08 00:00:00+00:00,15.085069999999998,14.302857142857142,-1.0,-0.005,4,SL,False
SNI,S3,long,RISK_ON,1,2017-09-01 00:00:00+00:00,2017-09-05 00:00:00+00:00,85.73564999999999,85.00600714285714,-1.0,-0.005,1,SL,False
KORS,S3,long,RISK_ON,1,2017-09-01 00:00:00+00:00,2017-11-02 00:00:00+00:00,42.85281,47.93,3.7077696355854584,0.01853884817792729,43,EMA_TRAIL,True
NI,S3,long,RISK_ON,1,2017-09-01 00:00:00+00:00,2017-09-12 00:00:00+00:00,26.886859999999995,26.886859999999995,0.4742225729482267,0.0023711128647411336,6,STOP_AFTER_TP1,True
XRX,S3,long,RISK_ON,1,2017-09-05 00:00:00+00:00,2017-09-08 00:00:00+00:00,32.15212,31.781964285714285,-1.0,-0.005,3,SL,False
CHTR,S3,long,RISK_ON,1,2017-09-05 00:00:00+00:00,2017-09-11 00:00:00+00:00,393.71331999999995,384.89817857142856,-1.0,-0.005,4,SL,False
CBOE,S2,long,RISK_ON,1,2017-09-05 00:00:00+00:00,2018-01-02 00:00:00+00:00,102.30219999999998,122.75,5.6354172256507,0.028177086128253502,82,EMA_TRAIL,True
SNI,S3,long,RISK_ON,1,2017-09-05 00:00:00+00:00,2017-10-05 00:00:00+00:00,85.29520999999998,86.07,1.3165761199392665,0.006582880599696333,22,SMA50_BREAK,False
AAPL,S3,long,RISK_ON,1,2017-09-06 00:00:00+00:00,2017-09-08 00:00:00+00:00,162.07190999999997,159.3875035714286,-1.0,-0.005,2,SL,False
YUM,S3,long,RISK_ON,1,2017-09-06 00:00:00+00:00,2017-09-15 00:00:00+00:00,76.28620999999998,76.28620999999998,0.46444750869952034,0.002322237543497602,7,STOP_AFTER_TP1,True
EA,S3,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-09-25 00:00:00+00:00,119.04893,115.19732499999999,-1.0,-0.005,12,SL,False
ADSK,S3,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-09-25 00:00:00+00:00,114.16404999999999,111.20964285714287,-1.0,-0.005,12,SL,False
CCI,S3,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-09-13 00:00:00+00:00,107.09698999999998,104.89625,-1.0,-0.005,4,SL,False
VFC,S3,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-09-08 00:00:00+00:00,62.95289,62.23896428571429,-1.0,-0.005,1,SL,False
LMT,S3,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-09-14 00:00:00+00:00,302.65235,298.80503571428574,-1.0,-0.005,5,SL,False
MA,S2,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-11-29 00:00:00+00:00,136.66653,148.35,1.813441694033353,0.009067208470166765,58,EMA_TRAIL,True
RTN,S3,long,RISK_ON,1,2017-09-07 00:00:00+00:00,2017-10-26 00:00:00+00:00,181.4813,181.4813,0.3208059651374562,0.001604029825687281,35,STOP_AFTER_TP1,True
ALXN,S3,long,RISK_ON,1,2017-09-08 00:00:00+00:00,2017-09-27 00:00:00+00:00,141.33119,138.87920714285713,-1.0,-0.005,13,SL,False
CDNS,S3,long,RISK_ON,1,2017-09-08 00:00:00+00:00,2017-09-11 00:00:00+00:00,38.27824,37.95437142857143,-1.0,-0.005,1,SL,False
HUM,S3,long,RISK_ON,1,2017-09-08 00:00:00+00:00,2017-09-12 00:00:00+00:00,256.81656,256.81656,0.32946487819129944,0.0016473243909564971,2,STOP_AFTER_TP1,True
COL,S3,long,RISK_ON,1,2017-09-11 00:00:00+00:00,2017-11-08 00:00:00+00:00,130.94081,134.55,2.8089123493048564,0.014044561746524282,42,EMA_TRAIL,True
CRM,S3,long,RISK_ON,1,2017-09-12 00:00:00+00:00,2017-09-13 00:00:00+00:00,96.94684999999998,95.39785714285715,-1.0,-0.005,1,SL,False
RCL,S3,long,RISK_ON,1,2017-09-12 00:00:00+00:00,2017-09-18 00:00:00+00:00,121.78165999999999,118.75982142857143,-1.0,-0.005,4,SL,False
NEM,S3,long,RISK_ON,1,2017-09-12 00:00:00+00:00,2017-09-14 00:00:00+00:00,38.388349999999996,37.56571785714286,-1.0,-0.005,2,SL,False
HUM,S3,long,RISK_ON,1,2017-09-12 00:00:00+00:00,2017-09-13 00:00:00+00:00,255.35509999999996,252.50160714285715,-1.0,-0.005,1,SL,False
COO,S3,long,RISK_ON,1,2017-09-13 00:00:00+00:00,2017-09-15 00:00:00+00:00,246.84659999999997,245.21,-0.5440126883425778,-0.002720063441712889,2,SMA50_BREAK,False
MNST,S3,long,RISK_ON,1,2017-09-13 00:00:00+00:00,2017-09-20 00:00:00+00:00,56.43638,55.423114285714284,-1.0,-0.005,5,SL,False
MCO,S3,long,RISK_ON,1,2017-09-14 00:00:00+00:00,2017-10-30 00:00:00+00:00,135.09496,142.98,4.259561256533156,0.021297806282665782,32,EMA_TRAIL,True
PVH,S3,long,RISK_ON,1,2017-09-14 00:00:00+00:00,2017-10-09 00:00:00+00:00,126.55642999999999,125.03,-0.3829754747179952,-0.001914877373589976,17,SMA50_BREAK,False
CRM,S3,long,RISK_ON,1,2017-09-14 00:00:00+00:00,2017-09-25 00:00:00+00:00,95.39529999999999,93.82214285714286,-1.0,-0.005,7,SL,False
NEM,S3,long,RISK_ON,1,2017-09-15 00:00:00+00:00,2017-09-27 00:00:00+00:00,37.88785,36.99571785714286,-1.0,-0.005,8,SL,False
AMT,S3,long,RISK_ON,1,2017-09-18 00:00:00+00:00,2017-09-19 00:00:00+00:00,144.91477,141.842425,-1.0,-0.005,1,SL,False
LMT,S3,long,RISK_ON,1,2017-09-18 00:00:00+00:00,2017-10-24 00:00:00+00:00,304.1038,313.15,1.6628527081195177,0.008314263540597588,26,EMA_TRAIL,True
UNH,S3,long,RISK_ON,1,2017-09-18 00:00:00+00:00,2017-09-19 00:00:00+00:00,198.38818999999998,196.06678571428571,-1.0,-0.005,1,SL,False
ZTS,S3,long,RISK_ON,1,2017-09-19 00:00:00+00:00,2017-09-20 00:00:00+00:00,64.84478,64.15857142857143,-1.0,-0.005,1,SL,False
NRG,S1,long,RISK_ON,1,2017-09-19 00:00:00+00:00,2017-09-20 00:00:00+00:00,24.64462,24.14,-0.3111941587113634,-0.001555970793556817,1,SMA50_BREAK,False
ABT,S3,long,RISK_ON,1,2017-09-19 00:00:00+00:00,2017-10-30 00:00:00+00:00,51.461409999999994,54.29,5.9363849870716985,0.029681924935358494,29,EMA_TRAIL,True
MNST,S3,long,RISK_ON,1,2017-09-20 00:00:00+00:00,2017-09-27 00:00:00+00:00,56.00595,54.82524285714286,-1.0,-0.005,5,SL,False
YUM,S3,long,RISK_ON,1,2017-09-20 00:00:00+00:00,2017-09-25 00:00:00+00:00,76.44637,74.56732142857143,-1.0,-0.005,3,SL,False
